"ID","SexistRemarks","GainPower","HarrisTherm","TrumpTherm","RFemale","RAge","RConservative"
220189,2,3,100,0,1,56,2
220202,3,3,38,60,0,56,5
220244,3,1,100,0,0,71,2
220274,3,3,100,0,0,56,1
220303,1,1,100,0,0,50,2
220315,1,1,100,0,1,71,1
220321,4,2,52,20,0,49,3
220327,3,1,70,0,0,37,1
220339,1,1,85,15,1,51,1
220398,3,1,75,0,0,29,2
220458,4,3,0,85,0,74,6
220464,4,1,80,0,1,49,6
220476,3,3,30,78,1,42,6
220493,1,4,0,85,0,72,7
220508,4,4,100,50,0,78,2
220666,3,3,70,50,1,34,4
220702,2,1,85,0,0,71,1
220760,4,3,0,100,0,32,6
220778,4,3,0,100,0,32,6
220813,4,4,100,0,1,45,1
220819,2,1,100,0,0,80,2
220858,4,4,50,70,1,36,5
220882,1,2,99,0,1,25,3
220922,3,3,60,0,0,44,4
220946,3,1,70,30,1,61,5
220960,3,3,0,85,0,37,6
220984,3,3,100,0,0,25,4
221037,1,1,75,0,0,29,1
221067,4,1,85,0,1,61,2
221073,2,2,85,0,0,68,3
221180,2,1,15,85,1,55,6
221186,3,3,100,0,1,22,3
221210,3,1,85,0,0,62,5
221222,1,1,93,0,0,67,4
221263,1,1,70,0,1,41,3
221311,2,1,85,0,0,67,3
221346,3,3,0,100,1,41,6
221358,3,3,0,40,1,33,6
221382,4,4,0,100,1,47,4
221406,1,1,70,0,0,65,4
221445,5,1,100,0,1,69,3
221469,1,2,60,0,1,54,4
221474,2,1,70,0,1,54,2
221486,1,1,85,0,1,43,2
221492,1,1,0,60,1,67,4
221510,3,3,85,0,0,80,4
221522,1,1,85,15,1,80,2
221527,3,1,70,0,1,66,2
221545,4,4,85,0,1,67,3
221569,2,1,100,0,0,59,3
221581,3,3,96,30,0,80,4
221586,1,1,85,0,1,42,2
221592,3,2,85,0,1,52,3
221616,2,2,15,60,0,53,5
221645,4,4,0,70,0,78,5
221651,3,4,70,30,0,58,5
221693,3,1,0,100,1,70,7
221698,3,3,0,0,1,80,7
221751,5,5,0,70,0,41,7
221768,1,1,50,0,1,25,3
221774,3,1,100,0,1,48,1
221786,4,5,85,30,0,22,4
221816,3,3,85,0,1,28,4
221834,3,3,85,0,1,40,7
221869,2,1,100,0,0,25,2
221911,3,2,50,85,1,31,4
221959,3,3,50,30,0,38,4
222018,2,1,0,80,0,71,6
222066,1,1,15,15,0,31,7
222159,2,1,70,0,1,43,3
222189,2,1,100,0,0,50,1
222218,3,3,15,30,0,36,4
222294,1,1,95,0,1,47,2
222300,4,1,100,0,1,78,1
222306,2,1,100,20,0,64,4
222348,2,2,40,0,0,27,1
222389,4,4,0,85,0,80,7
222425,4,3,0,90,0,70,6
222436,3,3,50,50,0,67,5
222460,4,1,0,75,0,61,6
222466,3,3,0,0,0,49,7
222472,1,3,15,85,1,55,6
222502,4,4,0,100,1,69,6
222535,3,3,1,60,0,25,5
222541,5,1,75,0,1,38,2
222547,4,4,0,100,0,74,7
222565,3,2,95,0,0,80,3
222583,4,3,50,15,0,40,4
222589,4,3,85,0,1,74,2
222607,3,3,60,20,0,74,4
222613,3,1,15,85,1,80,5
222619,3,3,0,100,1,79,6
222631,3,3,0,60,0,35,6
222643,2,1,70,0,1,68,2
222655,3,3,70,0,1,38,4
222666,1,1,0,100,1,67,7
222678,3,3,0,85,0,64,5
222690,3,3,15,85,1,66,6
222702,5,5,0,100,0,59,7
222803,5,4,0,100,0,44,5
222868,2,1,100,0,1,44,4
222951,3,3,50,60,0,30,3
222969,1,1,85,0,1,28,2
223020,3,3,0,0,0,46,1
223044,4,3,15,60,1,40,5
223092,3,1,15,50,1,25,4
223104,2,3,0,0,0,35,4
223128,3,1,0,85,1,58,4
223152,4,3,0,85,1,37,5
223183,3,3,100,0,1,49,2
223290,3,3,60,7,0,45,3
223296,3,2,85,30,1,68,4
223331,4,4,15,70,0,75,4
223343,3,3,0,100,0,61,6
223361,4,3,40,0,0,45,4
223385,2,1,100,0,1,75,2
223432,2,2,0,90,0,67,6
223438,4,3,0,85,0,63,6
223462,3,1,0,100,1,44,4
223468,4,1,2,96,0,64,6
223480,2,1,10,90,0,22,6
223533,4,3,0,100,0,55,7
223572,3,3,70,0,0,80,2
223577,1,1,75,0,0,41,1
223583,3,1,85,50,0,80,4
223636,3,3,60,70,0,74,4
223659,3,3,85,0,0,80,4
223665,5,5,0,85,1,71,6
223677,3,5,0,90,1,40,6
223689,3,3,45,85,0,23,4
223718,4,4,15,99,1,43,2
223730,3,2,15,85,1,66,6
223753,4,1,55,0,1,40,4
223765,3,3,5,98,1,52,7
223771,3,3,10,90,0,56,6
223800,3,3,0,100,0,68,6
223806,3,3,10,70,1,47,7
223812,5,3,50,70,1,69,6
223825,5,4,74,85,0,41,4
223890,1,1,45,0,1,23,1
223967,2,2,75,0,1,59,4
223979,3,2,40,30,0,29,3
224056,5,5,85,15,0,47,2
224079,3,2,0,50,0,41,2
224174,4,1,0,60,1,28,5
224180,3,3,100,0,1,46,2
224287,3,4,5,35,0,20,5
224316,1,1,0,30,1,36,6
224322,3,2,70,30,0,41,4
224416,3,1,100,0,0,61,2
224422,3,3,70,0,1,37,5
224440,3,4,70,70,1,72,5
224463,4,4,60,0,0,55,4
224475,1,1,85,0,0,36,1
224516,3,3,40,55,0,39,4
224534,3,3,85,0,0,71,2
224551,2,3,0,85,0,25,4
224557,1,1,60,0,1,27,2
224575,4,3,85,0,0,60,4
224587,5,5,85,50,0,22,4
224616,2,3,60,30,1,30,4
224622,3,3,0,80,0,54,6
224634,2,2,15,70,1,51,6
224734,3,4,0,100,0,72,7
224739,4,3,40,70,1,66,5
224745,2,1,40,75,1,54,4
224782,4,1,85,0,1,59,1
224800,3,3,85,0,0,69,4
224841,2,3,50,40,0,50,3
224853,2,1,85,0,0,49,2
224882,3,3,85,0,0,72,5
224918,2,2,0,85,0,60,4
224947,2,3,85,0,1,80,4
224959,5,3,10,75,0,74,6
224976,3,2,40,15,0,77,3
224982,3,3,0,100,1,45,7
225000,3,2,0,100,0,59,6
225012,4,4,15,70,0,68,6
225029,4,2,70,0,1,78,4
225035,4,3,0,85,0,48,5
225159,1,1,85,0,1,54,1
225195,4,4,0,100,1,43,7
225296,3,3,50,60,0,50,4
225314,3,3,100,0,1,44,4
225361,1,4,0,100,1,28,4
225426,2,2,70,0,0,27,2
225461,1,1,70,85,0,38,2
225508,5,4,40,70,1,45,6
225514,4,2,30,70,0,61,3
225520,2,2,45,40,1,19,2
225526,2,1,80,10,0,22,3
225538,2,3,0,85,0,51,6
225550,1,1,60,40,0,45,5
225604,2,2,80,0,1,27,3
225634,4,1,100,0,1,80,1
225652,4,1,0,85,1,43,6
225658,1,1,15,70,1,38,3
225664,4,4,0,100,0,44,6
225681,3,3,0,0,0,50,4
225699,3,3,60,0,1,69,2
225717,3,3,100,0,0,31,2
225800,3,3,0,100,1,44,5
225805,5,4,0,90,1,57,7
225817,3,3,0,100,0,61,6
225847,4,3,85,0,0,49,4
225876,3,3,0,100,0,51,7
225900,3,1,0,100,0,66,6
225924,5,3,100,0,1,59,2
225936,5,2,100,0,0,74,2
225972,4,1,70,0,1,56,3
225978,4,4,30,40,1,42,5
225984,4,4,70,60,0,73,4
225990,3,1,75,15,0,56,4
226007,2,4,0,100,0,73,6
226055,4,1,85,0,0,80,4
226061,4,1,60,0,0,58,4
226091,3,3,0,100,1,35,6
226097,3,4,0,85,1,38,7
226120,3,3,0,50,0,33,6
226197,3,1,50,50,1,46,4
226274,4,2,100,0,1,67,4
226405,5,5,0,100,1,18,7
226442,3,3,100,30,1,59,4
226490,4,2,0,85,0,52,5
226513,3,3,50,30,0,43,5
226525,1,1,85,0,1,18,3
226537,4,4,15,0,1,36,2
226608,2,5,50,85,0,42,6
226632,3,3,85,0,1,58,2
226638,1,1,85,0,1,66,2
226673,3,1,100,0,0,69,5
226697,3,3,0,60,0,52,5
226726,3,2,60,40,0,62,3
226779,3,1,40,0,1,38,5
226791,5,5,0,70,1,34,6
226838,3,1,0,100,0,32,7
226879,3,1,40,70,0,44,5
226897,3,3,0,100,0,57,7
226927,3,3,0,100,1,50,6
226997,3,1,85,0,0,56,3
227014,2,3,90,0,0,72,4
227032,3,3,30,1,0,29,5
227044,4,1,100,0,0,77,2
227062,3,3,30,30,1,39,5
227068,2,4,0,85,0,63,6
227121,2,3,0,90,1,72,6
227127,3,3,50,15,0,76,4
227133,3,3,15,85,0,65,6
227145,3,3,0,85,0,61,6
227151,4,3,0,98,0,41,7
227198,3,3,0,100,1,62,6
227204,3,3,10,70,0,58,4
227210,4,3,60,0,0,67,5
227258,4,3,10,90,0,55,6
227358,3,3,60,40,1,69,4
227400,1,1,85,0,0,51,4
227411,1,1,85,20,1,43,4
227447,3,3,0,60,0,31,4
227459,2,3,0,100,0,80,7
227584,5,3,0,100,0,61,6
227600,3,1,100,0,1,40,2
227606,4,3,60,0,0,21,2
227623,4,1,70,50,1,39,3
227629,3,1,95,0,1,54,4
227641,2,1,100,0,1,74,2
227647,4,2,100,15,0,65,4
227659,2,4,85,15,1,26,3
227677,4,1,60,0,1,30,2
227706,3,4,60,70,1,33,4
227712,3,3,50,50,0,47,5
227724,2,4,50,95,1,56,4
227730,4,1,100,0,1,60,3
227741,2,1,15,60,1,47,4
227771,2,1,70,15,1,21,1
227789,3,3,0,85,0,48,4
227795,2,2,10,50,1,53,6
227806,3,5,100,0,0,51,4
227877,2,1,80,0,0,26,1
227895,3,1,70,0,1,67,5
227913,4,4,0,100,1,73,7
227978,3,3,20,80,0,39,6
227989,3,3,0,50,1,26,6
228001,4,3,0,85,1,53,4
228013,5,3,0,100,0,62,4
228042,3,2,15,70,0,67,4
228048,5,3,100,0,1,80,3
228054,4,4,50,50,1,33,6
228066,4,3,100,0,1,79,3
228096,4,1,100,0,0,78,2
228108,4,1,85,0,0,80,4
228143,2,1,15,70,1,60,4
228161,1,1,40,100,1,54,6
228179,3,3,85,0,1,41,4
228197,4,2,15,60,0,59,4
228203,2,1,15,65,0,80,6
228208,1,1,0,85,1,79,6
228214,3,3,0,100,1,44,6
228220,4,3,0,85,0,74,5
228250,4,4,0,100,0,55,6
228280,4,3,40,60,1,55,5
228303,4,3,12,100,0,80,6
228309,3,3,15,70,1,77,6
228339,3,3,0,90,0,80,6
228351,3,2,0,70,0,69,5
228475,3,3,0,100,1,72,6
228545,2,2,0,70,0,68,5
228622,3,3,0,100,0,34,4
228627,4,4,30,60,0,51,4
228751,4,4,0,100,1,45,4
228791,1,1,85,0,0,28,3
228797,3,3,30,70,0,27,5
228833,3,3,100,0,1,46,4
228944,2,1,100,0,1,73,2
228962,5,4,0,100,0,38,7
228980,4,4,15,86,1,64,3
228991,4,2,70,0,1,53,4
229003,4,2,89,0,0,40,2
229027,3,4,15,90,0,26,6
229115,4,2,40,60,1,66,6
229126,3,3,0,100,0,42,7
229144,3,3,0,100,1,54,4
229150,3,3,0,85,0,70,6
229156,4,4,0,70,1,20,7
229162,3,5,70,40,1,37,3
229185,3,1,5,90,1,54,6
229259,3,2,85,0,1,73,2
229289,5,4,0,100,1,54,7
229301,1,4,0,60,1,41,5
229319,3,3,0,60,0,56,7
229325,3,1,30,15,1,73,4
229348,5,5,0,100,0,29,5
229378,1,1,0,100,1,18,4
229396,3,3,0,97,1,61,7
229401,4,3,0,100,0,50,6
229417,5,5,100,70,1,29,4
229446,2,2,15,15,1,33,5
229511,2,1,15,60,1,49,4
229570,3,3,70,0,1,26,4
229606,4,4,15,70,1,50,4
229630,3,3,15,80,1,45,6
229724,3,3,0,15,0,22,5
229736,4,1,40,70,1,26,4
229771,4,4,50,0,0,52,4
229788,3,1,40,30,1,30,4
229794,3,4,35,85,1,59,4
229812,3,3,0,100,1,78,7
229817,2,2,15,70,0,50,4
229834,2,2,30,15,1,53,4
229845,2,1,0,85,1,45,6
229851,4,2,0,85,1,70,7
229898,3,3,60,0,0,23,3
229928,3,2,100,0,0,58,2
229951,5,5,0,0,1,62,4
230004,3,3,15,85,0,73,6
230022,4,2,0,100,1,45,2
230033,4,3,0,100,0,53,6
230045,3,3,0,90,0,62,6
230057,2,4,0,100,0,64,4
230069,4,3,5,85,0,36,6
230086,3,3,0,100,0,39,6
230098,2,2,0,60,0,60,5
230116,4,4,5,90,0,57,6
230133,3,2,30,30,1,57,4
230157,4,3,0,100,1,36,7
230186,4,3,0,70,0,69,7
230214,4,3,60,0,0,56,5
230238,4,3,75,5,0,56,4
230255,5,1,0,100,0,78,7
230261,3,2,85,0,0,62,4
230267,5,4,0,60,0,73,4
230302,4,5,0,100,0,57,7
230337,5,4,0,85,1,59,6
230355,4,4,0,100,0,80,7
230361,4,4,0,95,0,80,7
230396,3,3,0,70,1,47,4
230402,4,4,0,100,1,80,7
230414,3,3,0,60,1,25,5
230420,4,4,15,85,1,79,7
230425,4,3,40,70,0,63,6
230449,4,4,0,100,1,42,7
230532,5,3,0,99,1,73,6
230567,4,2,0,100,1,32,5
230597,4,4,40,50,0,43,4
230603,3,3,40,70,1,27,4
230655,3,3,40,100,1,61,4
230667,3,3,0,100,1,19,6
230708,5,1,15,60,0,72,4
230751,4,2,60,0,0,47,4
230798,5,2,0,100,1,30,7
230804,3,2,30,70,1,64,4
230810,2,3,0,100,0,54,6
230827,3,3,0,70,1,37,4
230856,3,4,0,70,0,70,4
230878,3,3,30,60,0,26,5
230972,3,3,15,90,0,52,6
230978,2,4,10,60,0,40,6
230984,2,1,85,0,1,39,3
230990,1,1,80,0,1,30,2
231013,5,5,30,60,1,47,4
231025,1,1,100,0,1,29,2
231031,3,3,15,70,0,49,6
231037,3,1,100,0,0,70,4
231042,3,1,60,0,0,64,3
231107,3,3,30,30,0,65,4
231166,4,4,0,85,1,41,6
231178,3,3,50,50,0,40,4
231189,3,1,75,30,1,67,4
231225,4,3,0,90,1,22,6
231236,4,4,0,100,1,20,7
231277,2,1,70,0,0,32,3
231324,1,1,99,0,0,61,3
231360,4,4,0,85,0,35,5
231383,4,4,0,85,0,74,6
231389,2,2,0,30,1,32,3
231401,5,1,0,100,0,71,7
231407,3,4,0,100,1,72,6
231448,4,4,0,100,0,32,7
231466,3,3,15,85,0,74,5
231496,3,3,0,100,0,77,6
231501,4,3,30,60,0,56,5
231519,4,3,0,100,1,71,6
231525,4,4,0,90,1,35,6
231531,3,2,0,70,0,62,6
231543,4,3,0,85,1,78,6
231549,3,5,0,60,0,21,4
231555,3,3,0,85,0,68,6
231615,1,1,100,0,1,23,1
231650,2,4,60,0,1,22,2
231739,4,1,90,0,1,65,4
231746,5,1,85,0,1,40,2
231770,2,2,65,0,0,28,2
231788,2,1,70,40,1,42,4
231800,4,3,70,0,0,39,1
231806,4,4,100,50,1,59,1
231818,1,1,85,0,1,36,1
231824,4,1,70,30,0,54,3
231898,2,2,90,0,0,37,2
231962,1,1,99,0,0,67,2
231993,3,3,50,50,1,23,3
232015,3,3,30,75,1,30,4
232071,2,1,100,0,1,65,3
232077,1,1,85,0,1,61,2
232101,1,1,59,0,0,32,1
232118,4,2,70,60,0,22,4
232229,1,1,70,0,1,47,2
232282,3,3,100,0,0,65,2
232311,3,3,55,30,1,74,4
232323,3,3,0,100,0,38,4
232352,3,2,30,40,1,34,5
232415,3,2,40,60,1,39,5
232462,1,1,60,0,1,20,2
232549,3,1,50,0,1,31,1
232555,3,1,65,0,0,31,2
232567,3,1,0,55,0,24,4
232634,3,3,30,40,0,36,4
232640,3,4,85,15,1,72,2
232670,4,2,85,0,1,56,2
232693,1,1,70,0,0,67,4
232705,5,5,70,0,1,49,2
232711,3,2,85,0,0,44,4
232746,2,2,40,40,1,50,5
232763,1,1,100,0,1,36,1
232769,1,1,80,0,0,33,2
232781,2,1,70,0,1,33,1
232793,2,1,90,0,0,70,2
232829,1,1,95,0,0,34,3
232858,1,1,100,0,1,50,3
232888,3,1,80,0,1,37,3
232900,3,1,60,0,0,49,5
232983,3,2,85,0,1,26,2
233024,4,2,40,30,0,64,4
233036,1,1,100,0,0,51,4
233042,4,4,0,100,1,33,6
233055,2,1,47,69,0,31,6
233061,2,4,15,85,0,21,5
233116,3,3,60,0,0,57,3
233122,2,2,100,0,0,79,4
233193,2,1,100,0,1,80,3
233205,3,3,100,0,1,64,2
233211,3,3,85,0,0,66,4
233217,1,1,100,0,1,65,1
233223,4,2,95,0,1,60,2
233258,4,3,40,60,0,73,5
233276,4,4,85,0,1,72,3
233282,4,4,0,85,0,80,7
233288,3,3,15,60,0,71,6
233381,2,2,85,0,0,41,2
233387,4,4,30,100,0,23,4
233416,4,1,15,0,1,46,4
233470,3,4,30,45,0,21,4
233493,1,1,85,0,0,36,2
233541,1,1,30,52,1,23,4
233554,3,3,0,0,0,56,4
233595,1,2,70,15,1,26,4
233624,2,1,66,1,0,31,5
233630,5,5,10,85,1,38,4
233647,5,4,0,70,0,46,6
233683,5,3,0,100,1,79,7
233690,3,3,100,0,0,44,3
233725,1,1,85,0,1,21,3
233749,2,1,75,0,1,27,2
233755,4,1,70,15,1,34,3
233796,1,1,100,0,1,64,4
233802,1,1,30,0,1,27,2
233838,3,3,30,1,1,21,2
233873,3,3,85,4,0,80,3
233897,3,3,70,0,1,20,2
233914,2,1,70,15,0,60,2
233932,3,3,70,0,1,24,2
233944,1,1,70,0,1,27,4
233967,1,1,70,0,1,33,2
233973,1,1,50,30,1,61,4
234020,4,4,60,65,0,22,5
234026,5,3,0,100,0,33,7
234032,5,4,15,70,0,68,6
234044,2,1,40,15,1,63,4
234107,1,1,70,15,1,24,1
234137,3,3,85,0,1,77,4
234149,3,3,15,0,1,48,1
234161,3,1,100,0,1,80,1
234173,1,1,85,0,1,66,2
234185,4,4,70,0,0,33,3
234197,2,1,85,0,0,79,1
234215,1,1,70,0,0,50,2
234274,1,1,70,0,0,30,3
234292,1,1,0,100,1,80,5
234304,3,3,70,0,0,74,5
234345,2,2,60,0,0,34,2
234351,4,1,70,0,0,66,5
234381,3,2,0,70,1,62,4
234405,5,4,0,85,0,35,6
234480,1,1,85,5,1,25,1
234486,3,3,0,60,1,53,4
234542,3,1,70,40,1,32,3
234554,1,1,85,0,1,48,2
234572,2,2,70,30,0,34,4
234595,4,3,50,85,0,54,4
234654,4,1,85,0,0,36,4
234660,2,1,70,0,0,27,2
234672,2,1,10,0,1,62,4
234678,1,3,50,0,0,48,3
234713,2,1,85,0,0,35,2
234719,4,1,85,0,1,62,3
234731,2,3,85,0,0,76,2
234737,1,1,40,0,1,37,1
234749,1,1,100,0,1,46,2
234761,1,1,60,0,1,38,2
234767,2,1,90,15,0,78,3
234820,4,2,0,90,0,41,5
234826,4,3,90,15,1,80,4
234832,3,4,60,0,1,61,4
234844,3,1,0,85,0,47,6
234862,4,4,0,100,1,80,6
234868,4,3,0,90,0,63,6
234924,3,3,85,0,0,56,4
234971,4,1,100,0,1,59,2
234989,3,3,0,70,0,33,5
235087,3,3,0,60,0,43,4
235093,2,3,15,85,0,46,5
235133,4,4,40,50,1,20,4
235139,4,5,100,0,0,19,2
235226,3,3,50,70,1,29,4
235238,1,5,0,100,1,28,6
235244,5,2,0,50,1,76,6
235273,1,4,0,70,1,46,5
235279,4,4,0,100,0,69,7
235292,2,1,70,0,0,34,2
235298,1,1,100,0,1,61,1
235304,3,3,85,0,0,78,3
235310,3,3,70,0,1,28,5
235328,1,3,75,0,0,61,3
235340,1,1,100,0,1,29,3
235346,3,2,0,1,1,80,5
235430,4,3,70,0,1,29,1
235441,2,2,50,50,1,32,4
235459,1,1,60,0,0,29,3
235492,3,3,15,15,1,36,4
235560,2,1,60,0,1,38,3
235607,4,1,50,15,0,32,4
235619,3,2,30,30,1,50,5
235648,4,3,100,0,1,62,5
235660,3,2,60,70,0,49,4
235719,3,3,0,85,1,21,7
235725,4,3,0,100,1,50,6
235736,3,3,85,0,0,70,4
235754,1,1,70,0,1,37,1
235760,3,1,85,0,1,40,1
235777,4,2,75,15,0,40,4
235789,2,1,100,0,1,54,2
235800,4,4,100,0,0,76,4
235812,3,3,100,0,1,80,1
235824,3,3,85,0,1,50,2
235835,3,2,15,85,0,77,6
235847,5,4,0,70,0,67,6
235853,3,3,50,30,1,63,2
235859,4,2,15,85,0,73,6
235894,4,4,0,85,0,73,6
235911,1,1,0,100,1,62,5
235921,3,1,70,2,1,27,2
235945,1,1,100,0,1,44,4
235974,3,4,100,0,0,40,4
236004,3,3,0,0,0,42,4
236058,4,5,15,60,1,37,4
236067,2,4,65,0,1,24,2
236119,5,5,0,100,0,59,7
236120,3,1,80,0,1,41,3
236126,1,1,100,0,0,31,3
236149,1,1,100,0,1,61,2
236161,3,1,85,0,0,72,3
236283,3,3,15,85,0,27,5
236289,5,4,0,40,0,58,6
236295,4,4,10,100,1,30,6
236314,1,2,80,0,1,59,2
236326,3,1,85,0,1,80,4
236337,1,1,85,0,1,57,3
236343,3,3,85,0,0,49,4
236367,4,1,60,30,1,66,2
236373,3,3,60,0,0,37,4
236378,4,1,70,0,0,53,1
236390,4,3,50,50,0,64,4
236396,3,3,0,90,0,58,6
236414,1,1,100,0,1,54,3
236419,4,2,100,0,0,73,3
236425,4,4,15,50,0,65,4
236431,1,1,15,0,1,39,4
236437,4,3,0,85,0,64,6
236449,3,2,0,85,0,38,6
236460,3,4,0,85,0,76,7
236496,4,3,0,70,1,73,6
236501,2,4,50,85,1,58,7
236508,4,2,30,15,1,43,3
236520,3,3,0,85,1,68,6
236586,1,1,100,0,1,28,4
236635,2,3,60,60,0,31,4
236654,5,5,0,60,0,38,6
236672,4,4,0,100,0,35,6
236695,3,3,60,0,0,29,4
236701,2,1,80,0,1,32,3
236743,3,3,30,85,1,69,4
236797,3,3,0,60,1,31,5
236839,2,1,0,75,1,33,6
236881,4,4,85,0,0,44,2
236912,1,1,85,0,1,47,2
236970,3,3,0,60,1,35,7
237005,3,4,0,90,0,74,7
237117,3,3,0,85,0,55,5
237284,1,4,60,0,1,22,2
237290,3,3,85,15,1,49,4
237296,3,2,0,75,0,26,5
237312,2,2,30,50,1,32,4
237359,3,2,60,30,1,35,2
237365,4,3,30,60,0,28,5
237412,4,3,15,0,0,37,4
237453,4,3,50,0,0,53,4
237495,4,3,0,70,1,54,5
237524,4,1,0,95,1,60,7
237553,4,3,0,70,0,33,7
237567,3,1,70,0,0,32,1
237584,3,1,90,0,0,49,2
237602,2,1,70,0,1,33,3
237620,3,2,100,0,1,73,2
237626,1,1,85,0,1,33,2
237650,3,3,85,0,0,49,4
237685,3,3,80,0,1,67,3
237703,3,3,75,15,1,43,3
237721,3,3,30,85,1,80,6
237739,2,4,15,95,1,65,6
237780,3,4,95,0,0,64,4
237835,2,1,95,0,1,77,4
237841,4,3,0,40,0,26,4
237853,2,2,0,60,1,25,5
237953,4,1,70,50,1,64,4
237958,3,4,10,0,1,67,4
237970,4,1,80,0,1,30,2
237981,3,1,40,50,1,35,4
237999,3,1,15,70,1,71,5
238026,3,3,70,50,1,49,4
238038,4,2,100,0,1,69,3
238056,1,1,80,0,0,54,5
238067,2,2,70,15,0,29,3
238097,2,3,100,0,0,53,4
238102,3,2,85,0,1,46,2
238138,4,2,75,0,0,54,3
238143,3,2,5,60,0,26,6
238149,2,1,95,0,1,47,2
238161,5,1,90,0,1,32,3
238185,5,5,100,0,0,41,4
238214,3,3,50,50,0,64,4
238226,3,3,70,30,1,74,4
238255,4,4,0,100,0,32,6
238276,1,1,85,0,1,35,2
238288,1,1,100,0,1,34,1
238300,1,1,85,0,1,50,2
238306,1,1,100,0,1,65,2
238312,1,1,15,85,0,34,6
238330,2,1,100,0,1,39,4
238336,2,2,90,10,0,71,3
238348,1,1,85,0,0,27,2
238371,4,3,85,0,0,75,2
238407,3,3,0,100,1,39,6
238413,3,3,30,50,0,18,5
238437,3,3,0,70,0,52,6
238449,4,4,0,60,0,39,6
238522,3,3,70,0,1,30,4
238534,3,3,15,0,1,27,4
238606,4,3,30,60,0,28,6
238742,2,1,50,0,0,28,1
238760,1,3,0,90,1,45,6
238775,3,2,40,60,1,59,4
238840,3,1,0,70,1,68,5
238869,2,1,80,15,0,29,3
238881,1,1,36,57,1,48,6
238916,4,3,0,60,0,66,5
238935,3,1,100,0,1,76,2
238953,3,3,60,0,0,50,4
238959,4,3,40,0,1,64,4
239000,4,3,50,50,1,60,4
239024,2,4,70,0,0,68,6
239047,3,1,70,0,1,64,4
239077,5,3,0,70,0,68,6
239089,2,1,85,0,1,28,2
239113,1,5,0,100,0,55,4
239119,4,1,0,60,0,53,5
239125,3,1,1,85,0,55,6
239172,3,3,50,60,0,48,6
239255,4,2,15,60,0,47,6
239275,2,2,70,40,0,21,4
239334,3,4,99,0,1,67,2
239340,1,1,70,0,1,46,2
239352,3,2,85,0,0,49,3
239364,3,3,90,0,1,62,3
239375,5,3,0,15,0,41,5
239393,4,3,0,70,0,30,6
239417,4,3,0,100,1,31,5
239429,5,3,0,100,0,35,4
239460,3,3,85,0,1,62,4
239472,3,3,0,99,1,35,4
239478,4,3,40,15,1,55,4
239489,4,2,85,15,1,57,3
239519,4,4,20,75,0,35,5
239593,3,3,38,70,1,53,3
239634,1,1,90,0,1,66,2
239646,1,1,70,0,0,24,1
239675,3,3,50,15,1,28,4
239754,4,4,0,100,1,53,6
239771,1,1,0,100,1,76,6
239777,2,2,15,40,0,45,4
239794,3,1,70,0,1,30,4
239823,4,1,100,0,0,59,2
239870,1,1,75,0,1,32,2
239876,1,1,70,0,0,32,2
239899,3,3,100,0,1,65,4
239952,3,1,0,60,1,36,4
239976,3,3,40,60,0,67,4
239988,4,3,70,40,0,52,4
240006,1,2,85,0,1,33,2
240012,3,1,85,0,1,78,3
240023,3,3,100,0,1,80,4
240041,1,1,100,0,1,66,4
240047,3,1,95,0,1,70,2
240053,3,1,100,0,0,62,1
240065,4,3,70,30,0,35,3
240089,2,2,0,87,1,30,6
240106,2,2,25,30,1,40,6
240112,3,2,85,0,0,46,3
240136,3,1,40,60,1,70,6
240165,3,3,0,100,1,50,7
240183,4,3,10,60,1,75,4
240189,2,3,40,40,1,41,4
311096,2,1,70,0,0,50,2
311298,2,1,70,0,1,74,3
311484,3,2,30,70,0,80,6
311578,3,1,15,85,0,59,6
311596,1,1,100,70,0,66,7
311721,4,3,17,74,0,25,6
311934,2,3,50,15,1,79,4
312076,2,1,30,70,1,34,6
312182,2,1,50,0,1,73,4
312192,2,3,100,30,0,76,2
312312,4,3,40,85,1,32,4
312325,4,1,85,0,0,27,2
312343,3,1,80,0,1,47,4
312443,5,4,15,85,0,28,5
313016,1,4,50,100,0,68,4
313020,3,3,70,15,0,49,2
313118,3,3,50,50,0,33,5
313332,5,5,85,0,1,39,7
313693,5,1,100,0,0,78,2
313830,3,3,100,0,0,75,4
314001,1,2,0,100,0,31,7
314024,2,1,85,0,0,54,3
314093,2,3,60,30,0,25,2
314129,3,4,50,30,0,25,3
314130,1,1,85,1,0,58,3
314131,2,1,90,0,0,40,3
314172,3,3,0,85,1,79,6
314324,4,1,100,0,1,77,2
314336,2,2,0,85,0,64,7
314425,3,3,0,100,0,80,6
314803,3,3,0,70,0,35,6
314956,4,1,100,0,0,65,4
315225,1,1,50,15,1,29,4
315329,2,1,60,1,0,28,2
315330,2,5,0,85,1,74,6
315625,2,1,30,40,1,28,3
315761,3,3,0,85,1,70,6
315762,5,3,0,85,1,73,6
315825,3,1,100,0,1,64,3
315917,4,3,100,0,1,76,4
315921,3,1,50,40,0,23,4
315931,4,2,70,0,1,63,2
315948,3,3,30,85,0,66,6
315964,5,4,15,100,0,33,3
315984,3,2,51,25,0,58,6
316016,1,1,60,15,0,25,3
316123,1,1,70,0,1,34,2
316162,1,2,60,0,1,39,4
316169,2,3,20,75,0,31,5
316234,4,1,100,0,1,72,4
316243,1,1,85,0,1,51,4
