WUSTLID,White,Black,Asian,Education,Income,Ideology,Female,GOP,Democrat,Age2016,weights,BedSize
999478,0,1,0,10,1,2,1,0,1,61,2.56,2
999481,1,0,0,13,7,5,1,1,0,64,0.31,3
999486,0,0,1,15,11,5,1,0,0,42,2,4
999489,1,0,0,10,5,2,0,0,0,39,0.77,4
999490,1,0,0,13,11,1,1,0,1,52,0.9,3
999491,1,0,0,15,7,1,0,0,1,72,0.15,3
999493,1,0,0,10,6,3,1,0,1,47,0.41,1
999495,1,0,0,10,11,2,0,0,0,50,1.23,4
999498,1,0,0,13,5,7,1,1,0,88,0.22,4
999505,1,0,0,10,6,6,0,1,0,72,0.53,4
999790,1,0,0,13,2,2,0,0,1,31,0.22,3
999791,1,0,0,11,15,2,0,0,1,47,1.18,4
999792,0,0,0,7,3,6,1,1,0,36,2.98,3
999798,1,0,0,12,12,6,1,0,1,51,0.42,4
999800,1,0,0,11,14,5,1,1,0,36,3.11,4
999803,1,0,0,12,7,4,0,0,0,32,0.2,2
999804,1,0,0,10,7,3,1,0,0,67,0.74,3
999807,1,0,0,15,15,1,1,0,1,59,0.68,4
999810,1,0,0,7,1,8,1,0,1,38,5.05,3
999811,1,0,0,12,11,5,0,1,0,73,0.99,3
999814,0,1,0,12,3,3,1,0,1,52,0.11,3
999815,1,0,0,12,11,7,0,0,0,54,0.7,4
999816,0,0,0,12,13,6,1,1,0,33,2,4
999820,1,0,0,12,3,7,1,1,0,27,1.64,3
999822,1,0,0,12,11,6,0,1,0,24,4.53,2
999824,1,0,0,9,2,8,0,0,0,52,0.42,3
999826,1,0,0,12,9,6,0,1,0,38,1.43,4
999830,1,0,0,10,3,2,1,0,1,24,0.85,1
999831,1,0,0,11,3,2,1,0,1,53,0.24,3
999833,0,0,0,12,11,3,1,0,1,53,0.74,3
999834,1,0,0,15,10,2,1,0,0,40,0.57,4
999836,1,0,0,12,8,6,1,1,0,37,1.11,4
999837,1,0,0,12,4,3,1,0,1,64,0.22,2
999839,1,0,0,10,13,6,0,1,0,60,0.49,3
999840,1,0,0,9,5,8,1,0,0,40,2.33,3
999841,1,0,0,13,8,7,1,1,0,33,1.96,4
999842,1,0,0,12,9,6,1,1,0,62,1.37,4
999845,1,0,0,12,8,1,0,0,1,64,0.26,3
999846,1,0,0,9,2,2,0,0,0,61,0.06,2
1000105,1,0,0,10,5,5,0,0,1,72,0.38,3
1000106,1,0,0,13,7,2,1,0,1,49,0.43,3
1000110,1,0,0,11,9,6,0,1,0,76,0.5,4
1000111,0,0,1,9,2,2,0,0,1,28,6.21,3
1000114,1,0,0,13,3,2,0,0,0,31,1.5,2
1000115,0,0,1,13,10,2,1,0,1,34,1.26,4
1000116,1,0,0,13,10,3,1,0,0,58,1.49,3
1000120,1,0,0,12,4,4,0,0,0,64,0.73,3
1000125,1,0,0,12,12,7,0,1,0,55,0.45,4
1000126,1,0,0,10,6,2,0,0,1,62,0.34,3
1000129,1,0,0,11,1,3,1,0,1,52,1.25,3
1000277,1,0,0,12,13,3,1,0,0,41,1.6,4
1000278,1,0,0,13,5,6,1,1,0,48,0.43,3
1000281,0,0,0,14,16,7,0,0,0,68,0.39,4
1000283,1,0,0,12,8,4,0,0,0,59,0.67,4
1000284,0,0,1,12,2,1,0,0,1,26,0.95,1
1000287,0,1,0,10,11,6,1,0,1,53,1.18,4
1000289,1,0,0,10,3,6,0,1,0,65,0.06,3
1000290,1,0,0,11,2,5,0,0,0,41,0.27,3
1000291,1,0,0,12,5,4,0,0,0,64,0.16,4
1000293,1,0,0,10,6,4,1,0,0,71,0.97,3
1000294,1,0,0,14,6,4,1,1,0,63,0.14,3
1000296,1,0,0,9,3,6,1,1,0,76,0.15,3
1000661,1,0,0,11,14,7,0,1,0,59,0.83,4
1000665,1,0,0,9,11,4,0,0,1,46,1.31,3
1000669,1,0,0,13,5,2,1,0,1,71,0.12,2
1000672,1,0,0,15,8,7,0,1,0,82,0.13,4
1000676,1,0,0,9,7,4,0,1,0,57,4.44,4
1000683,1,0,0,10,1,4,1,0,0,35,0.47,4
1000686,1,0,0,14,11,2,0,0,0,73,0.45,3
1000688,1,0,0,12,6,4,0,0,0,61,0.12,2
1000689,1,0,0,11,3,8,1,0,1,54,0.12,3
1000704,1,0,0,12,7,6,1,1,0,36,0.85,3
1000705,1,0,0,9,10,6,0,1,0,81,1.32,3
1000708,1,0,0,12,8,2,1,0,1,58,0.11,2
1000710,1,0,0,12,1,7,0,0,0,29,3.18,3
1000711,0,1,0,9,1,6,1,0,1,86,0.82,3
1000712,1,0,0,13,11,3,0,0,0,39,3.19,4
1000713,1,0,0,13,11,3,1,0,1,50,0.47,3
1000714,1,0,0,12,7,5,1,0,0,33,0.63,3
1000715,1,0,0,13,7,2,1,0,1,75,0.19,3
1000718,1,0,0,13,8,3,1,0,1,68,0.38,3
1000721,1,0,0,13,8,2,1,0,1,63,0.4,2
1000723,1,0,0,12,9,7,1,0,0,53,0.78,3
1000724,0,0,1,14,15,5,0,1,0,35,1.61,3
1000725,1,0,0,10,5,8,0,0,0,49,0.3,3
1000726,1,0,1,13,12,6,0,1,0,40,2.09,4
1000727,1,0,0,9,9,7,0,1,0,39,6.59,4
1000728,1,0,0,15,12,4,0,0,0,35,1.62,4
1000731,1,0,0,13,5,2,0,1,0,73,0.28,3
1000734,1,0,0,10,3,3,1,0,0,35,0.29,3
1000947,1,0,0,9,6,1,0,0,1,58,0.36,4
1000954,1,0,0,11,5,2,1,0,1,68,0.06,4
1000965,1,0,0,11,12,5,0,1,0,67,0.5,3
1000968,0,0,1,11,9,5,0,0,0,51,1.27,3
1000970,0,1,0,7,7,4,1,0,1,53,7.38,3
1000972,0,0,0,3,5,2,1,0,1,70,5.16,3
1000979,1,0,0,11,6,4,1,1,0,29,2.52,4
1001070,1,0,0,10,4,2,1,0,1,86,0.72,2
1001078,1,0,0,13,8,1,1,0,1,35,0.52,4
1001083,1,0,0,13,3,6,0,0,0,72,0.06,3
1001089,1,0,0,13,8,3,0,0,0,55,0.28,2
1001090,1,0,0,11,9,4,1,0,0,65,0.77,3
1001091,1,0,0,11,10,5,1,0,0,59,0.66,3
1001094,1,0,0,10,13,1,0,0,1,46,1.29,3
1001097,1,0,0,12,11,2,0,0,1,69,0.64,3
1001098,1,0,0,13,10,6,1,1,0,68,0.17,4
1001099,1,0,0,13,4,1,0,0,1,63,0.07,2
1001100,0,0,1,12,15,6,0,1,0,74,0.88,3
1001101,1,0,0,11,7,6,0,1,0,82,0.61,4
1001103,1,0,0,13,8,4,0,0,1,70,0.61,4
1001104,1,0,0,12,8,4,1,0,0,76,0.29,2
1001105,1,0,0,14,6,6,1,1,0,59,0.91,4
1001108,1,0,0,9,4,1,0,0,1,55,0.54,3
1001110,1,0,0,13,10,6,0,1,0,46,0.46,3
1001111,1,0,0,9,6,3,0,0,1,66,0.4,3
1001113,1,0,0,13,12,1,0,0,0,55,0.7,4
1001114,1,0,1,10,11,2,1,0,1,30,7.38,2
1001115,0,0,0,10,6,4,0,0,1,63,0.87,3
1001122,1,0,0,10,2,6,1,0,1,46,0.43,3
1001123,1,0,0,11,14,6,0,0,0,54,0.59,4
1001125,0,1,0,11,7,2,0,0,1,36,1.98,3
1001127,1,0,0,12,2,3,0,1,0,81,0.06,2
1001130,1,0,0,12,11,6,1,1,0,38,0.52,3
1001435,1,0,0,11,4,6,0,1,0,37,0.67,3
1001440,0,1,0,12,3,2,1,0,1,67,0.2,3
1001442,1,0,0,13,4,4,1,1,0,59,0.11,3
1001443,0,0,1,13,10,4,1,0,1,79,0.31,3
1001444,0,0,0,13,11,4,0,0,1,37,0.96,4
1001446,0,1,0,12,3,2,0,0,1,31,1.39,3
1001448,1,0,0,10,3,7,1,1,0,61,0.14,3
1001451,0,1,0,10,11,2,1,0,1,54,3.28,3
1001456,1,0,0,10,8,6,1,0,0,65,1.03,4
1001463,1,0,0,12,9,6,0,1,0,69,0.24,4
1001519,0,1,0,10,3,4,0,0,1,78,2.94,4
1001522,1,0,0,12,12,4,0,0,0,68,0.48,4
1001523,1,0,0,12,4,5,1,1,0,70,3.25,2
1001525,1,0,0,10,4,7,1,1,0,76,0.31,4
1001530,1,0,0,12,12,1,0,0,1,30,2.19,3
1001531,1,0,0,13,8,6,0,0,0,35,0.99,4
1001532,0,0,0,13,16,4,0,0,0,55,0.76,3
1001533,1,0,0,9,3,4,1,0,1,79,0.4,2
1001534,1,0,0,9,3,4,0,0,0,78,0.35,2
1001536,0,1,0,10,3,8,1,0,1,56,0.41,2
1002771,0,1,0,9,1,2,0,0,1,63,6.53,1
1002772,1,0,0,10,2,2,1,0,1,61,1.29,4
1002778,1,0,0,15,12,2,0,0,1,39,0.7,3
1002779,1,0,0,10,4,5,0,1,0,76,0.24,4
1002780,1,0,0,10,11,2,0,0,1,52,0.58,4
1002782,1,0,0,12,7,8,1,0,0,54,0.11,2
1002783,1,0,0,10,3,4,1,0,1,47,0.11,2
1002784,1,0,0,13,16,6,0,0,0,44,1.32,3
1002786,1,0,0,13,11,2,1,0,1,41,0.55,4
1002788,0,1,0,12,7,4,1,0,1,32,2.17,3
1002789,0,0,1,10,12,4,1,1,0,67,2.71,4
1002793,1,0,0,10,4,5,1,0,0,75,0.2,2
1002794,1,0,0,9,2,3,1,0,1,67,0.3,1
1002795,1,0,0,12,4,6,0,1,0,58,0.21,4
1002802,1,0,0,12,7,5,0,1,0,62,0.18,3
1002804,0,0,1,15,14,8,0,0,1,37,2.9,4
1002805,1,0,0,10,7,4,0,0,0,48,1.33,3
1002806,0,1,0,15,9,6,1,1,0,46,0.34,3
1002808,1,0,0,10,11,3,1,0,1,60,1.24,4
1002815,1,0,0,12,8,3,0,0,1,64,0.34,4
1002820,1,0,0,13,13,4,1,0,0,73,0.37,4
1002821,1,0,0,15,2,2,1,0,1,66,0.06,2
1002823,1,0,0,12,3,4,0,0,1,80,0.07,4
1002891,1,0,0,10,9,4,0,0,0,35,2.63,4
1002892,1,0,0,10,5,3,1,0,0,58,0.17,4
1002893,1,0,0,13,9,2,0,0,1,76,0.23,2
1002894,1,0,0,9,4,8,0,0,0,53,0.57,3
1002904,1,0,0,12,3,5,0,0,0,76,0.12,4
1002905,1,0,0,12,11,3,0,0,1,59,0.25,3
1002907,1,0,0,15,2,4,1,0,0,52,0.13,3
1002909,1,0,0,13,6,6,0,1,0,60,0.09,2
1002912,1,0,0,9,1,8,0,0,0,59,0.39,2
1002913,1,0,0,10,4,6,0,1,0,66,1,3
1002914,0,0,0,14,12,7,0,1,0,72,0.19,3
1002917,0,0,1,13,10,3,0,0,1,61,0.31,4
1003387,1,0,0,12,8,2,0,0,1,66,0.25,3
1003388,1,0,0,10,2,4,1,0,0,84,0.1,1
1003390,0,1,0,15,7,2,0,0,1,78,0.17,4
1003391,1,0,0,9,4,8,0,0,1,61,1.35,1
1003395,1,1,0,10,3,8,1,0,0,35,0.18,2
1003396,1,0,0,9,10,6,1,0,1,54,2.34,4
1003406,1,0,0,8,5,4,1,0,0,59,4.52,4
1003949,1,0,0,8,4,8,1,0,0,43,3.18,3
1003952,0,0,0,12,3,2,0,0,1,68,1.21,2
1003953,1,0,0,13,12,4,0,0,1,54,0.83,4
1003956,1,0,0,11,7,6,1,1,0,61,1.21,3
1003957,1,0,0,15,4,6,0,0,0,74,0.07,4
1004378,1,0,0,14,10,1,0,0,1,74,0.12,3
1004379,1,0,0,10,1,6,1,1,0,66,0.09,3
1004380,0,0,0,11,6,1,0,0,1,61,0.28,2
1004381,1,0,0,9,1,7,1,1,0,60,0.06,4
1004385,1,0,0,12,3,4,0,0,0,52,0.35,3
1004989,1,0,0,11,7,6,1,1,0,73,0.18,3
1004991,1,0,0,9,8,7,0,1,0,73,1.72,4
1004992,1,0,0,12,8,3,0,0,1,69,0.24,3
1004993,1,0,0,9,4,4,1,0,0,29,1.74,4
1004994,1,0,0,10,1,1,1,0,1,55,0.23,3
1004995,1,0,0,9,5,8,1,0,1,75,0.48,3
1004999,1,0,0,12,13,6,0,1,0,77,1.15,4
1005001,1,0,0,9,7,5,1,0,0,66,0.25,4
1005005,1,0,0,11,9,1,0,0,1,63,0.16,2
1005006,1,0,0,10,7,5,0,0,0,69,0.45,2
1005007,1,0,0,10,14,5,0,0,1,39,5.71,3
1005008,1,0,0,13,12,2,0,0,1,39,0.68,4
1005009,1,0,0,13,11,6,0,1,0,59,0.34,3
1005373,1,0,0,12,10,6,1,1,0,54,0.8,3
1005375,1,0,0,10,8,4,0,0,0,56,0.5,4
1005376,1,0,0,13,13,4,1,0,0,57,0.71,4
1005377,1,0,0,12,5,3,0,0,0,67,0.06,3
1005379,1,0,0,9,3,5,0,0,0,75,1.1,4
1005380,1,0,0,9,5,8,0,0,0,60,0.99,3
1005381,0,0,0,10,5,4,1,0,1,61,0.8,3
1005836,1,0,0,10,4,6,0,0,0,78,0.29,2
1005838,1,0,0,10,10,5,0,0,0,67,0.46,3
1005923,1,0,0,15,13,6,0,1,0,49,0.48,4
1005924,1,0,0,12,4,6,1,0,0,59,0.22,3
1005925,1,0,0,10,8,6,1,0,1,56,0.98,4
1006141,1,0,0,12,8,6,0,0,0,75,0.15,4
1006142,1,0,0,10,8,6,0,0,0,44,0.66,4
1006143,1,0,0,9,2,8,0,0,0,59,2.85,4
1007076,1,0,0,13,8,1,1,0,1,48,0.36,2
1007082,1,0,0,10,4,3,0,0,1,79,0.07,2
1007084,1,0,0,13,8,2,1,0,0,60,0.09,3
1007381,0,0,1,15,13,5,0,1,0,44,1.14,4
1007382,1,0,0,10,2,2,0,0,0,53,0.54,3
1007383,1,0,0,9,1,6,0,1,0,38,1.01,1
1007384,1,0,0,12,10,2,0,0,1,67,0.22,3
1007387,1,0,0,12,7,2,0,0,1,46,0.16,3
1007388,0,0,0,11,10,5,1,0,1,62,2.72,4
1007574,1,0,0,11,9,4,1,1,0,41,0.51,4
1007575,1,0,0,9,5,6,1,1,0,57,6.23,3
1007577,1,0,0,11,11,2,0,0,1,62,0.63,3
1007580,1,0,0,9,14,6,0,1,0,49,2.86,4
1007835,1,0,0,12,11,6,0,0,0,53,0.31,3
1007837,1,0,0,12,10,2,0,0,1,63,0.45,4
1007838,1,0,0,15,1,1,1,0,1,66,0.06,2
1007839,1,0,0,12,4,3,0,0,0,28,0.33,4
1007840,1,0,0,12,11,6,0,1,0,59,0.35,4
1007841,1,0,0,10,9,6,0,1,0,77,0.51,3
1008361,1,0,0,12,11,3,1,0,1,43,0.55,4
1008363,1,0,0,14,8,3,0,0,0,49,0.39,2
1008426,1,0,0,9,6,4,0,0,1,52,2.96,3
1008428,1,0,0,10,6,6,0,1,0,78,0.53,4
1008429,0,0,0,10,8,6,1,0,0,59,0.6,3
1008431,1,0,0,9,3,7,0,0,0,30,7.38,3
1008826,1,0,0,12,4,3,1,0,1,56,0.21,2
1008832,1,0,0,13,10,4,0,0,1,83,0.27,4
1008834,0,1,0,15,5,4,0,0,1,83,0.51,3
1008836,1,0,0,9,11,4,1,0,0,72,1.72,3
1008838,1,0,0,13,8,4,0,1,0,60,0.17,4
1008840,1,0,0,13,10,5,0,1,0,53,0.62,3
1008843,1,0,0,12,5,2,1,0,1,37,0.35,3
1009129,0,1,0,12,5,2,1,0,1,93,0.18,2
1009130,1,0,0,13,9,4,0,0,0,68,0.23,3
1009131,1,0,0,9,6,5,1,1,0,58,0.97,3
1009132,1,0,0,12,8,4,0,0,0,57,0.18,3
1009133,1,0,0,11,11,7,0,0,0,60,1.18,3
1009136,1,0,0,12,6,6,1,1,0,54,0.56,4
1009139,1,0,0,15,7,1,1,0,0,69,0.22,2
1009142,0,0,1,10,2,8,1,0,1,55,0.19,1
1009266,1,0,0,12,4,3,1,0,1,50,0.06,3
1009270,1,0,0,11,1,6,0,1,0,50,0.19,3
1009274,0,0,0,12,1,2,0,0,1,26,0.5,2
1009279,1,0,0,13,12,4,0,0,0,73,1.15,3
1009289,1,0,0,12,6,8,0,0,1,38,0.92,4
1009294,1,0,0,12,11,4,0,0,0,76,0.24,4
1009295,1,0,0,9,8,7,0,1,0,35,3.61,3
1009302,1,0,0,10,11,4,1,1,0,40,2.36,4
1009303,1,0,0,13,13,4,0,0,0,72,0.54,4
1009304,1,0,0,12,8,2,1,0,1,45,0.33,3
1009565,1,0,0,10,2,7,1,0,0,50,0.12,3
1009566,1,0,0,12,13,4,0,0,0,38,1.26,3
1009567,1,0,0,9,5,2,1,0,1,65,0.81,4
1009569,0,0,1,12,11,3,0,0,1,51,0.31,3
1009845,1,0,0,15,9,6,0,1,0,32,0.27,2
1009853,1,0,0,13,5,2,1,0,1,64,0.4,3
1009916,1,0,0,12,7,5,1,1,0,69,0.34,3
1009917,1,0,0,10,6,6,0,0,0,72,0.53,4
1009921,1,0,0,12,7,7,0,1,0,73,0.24,4
1009923,1,0,0,15,13,4,0,0,0,48,0.7,4
1009928,1,0,0,14,12,2,1,0,1,47,0.36,4
1009934,0,1,0,9,5,2,0,0,0,65,7.38,3
1010279,1,0,0,15,8,3,0,0,1,67,0.29,4
1010282,1,0,0,15,15,2,0,0,1,74,0.45,3
1010286,1,0,0,10,1,6,0,0,0,59,0.35,2
1010314,1,0,0,11,5,4,1,0,0,69,0.22,3
1010315,1,0,0,9,3,2,1,0,1,66,1.42,2
1010316,1,0,0,12,12,6,1,1,0,81,7.38,4
1010318,1,0,0,10,11,5,0,0,0,65,0.54,3
1010511,0,1,0,11,4,2,1,0,1,64,0.18,4
1010517,0,0,0,12,9,4,0,0,0,47,0.92,4
1010978,1,0,0,11,5,6,1,1,0,75,0.37,3
1010981,1,0,0,13,10,3,0,0,1,65,0.45,3
1010982,1,0,0,12,14,6,0,0,0,53,0.88,3
1010984,1,0,0,14,5,5,1,0,0,48,0.48,3
1011250,1,0,0,13,11,4,1,0,0,65,0.76,4
1011251,1,0,0,13,1,5,0,1,0,58,0.2,3
1011399,1,0,0,13,9,2,0,0,0,66,0.15,3
1011401,1,0,0,11,5,6,0,1,0,72,0.22,4
1011764,1,0,0,13,11,2,1,0,1,39,0.55,4
1012022,1,0,0,10,13,5,0,0,0,59,1.09,3
1012024,1,0,0,10,9,2,0,0,1,59,1.82,3
1012824,1,0,0,13,6,4,0,0,1,60,0.47,2
1012826,1,0,0,9,11,6,0,0,0,30,7.38,3
1012830,1,0,0,9,8,7,0,1,0,63,1.48,4
1012831,1,0,0,10,4,2,1,0,1,45,0.34,3
1012837,1,0,0,10,3,2,1,0,1,73,0.22,2
1012842,1,0,0,11,13,3,0,0,1,57,1.42,3
1012844,1,0,0,11,4,4,0,0,1,66,0.13,3
1012846,1,0,0,12,11,6,0,0,1,63,0.41,4
1012848,0,1,0,10,7,2,1,0,1,51,1.35,4
1012853,1,0,0,11,6,6,1,0,1,59,0.2,2
1012854,1,0,0,12,10,6,1,1,0,52,0.19,4
1012864,1,0,0,10,10,6,0,1,0,50,0.58,4
1012865,1,0,0,13,7,4,0,0,0,76,0.28,3
1012867,1,0,0,11,5,8,1,0,1,29,6.86,3
1012868,1,0,0,12,13,3,0,0,1,70,0.54,4
1012870,1,0,0,9,4,8,1,1,0,71,0.88,4
1012874,1,0,0,12,11,5,0,1,0,54,0.31,4
1012875,1,0,0,13,4,4,0,1,0,71,0.12,4
1012876,1,0,0,15,8,6,0,1,0,82,0.23,2
1012878,1,0,0,12,10,4,1,0,1,53,0.29,1
1013050,1,0,0,13,14,4,0,0,1,69,0.45,3
1013054,1,0,0,13,15,7,0,1,0,55,0.62,4
1013055,1,0,0,10,7,8,1,1,0,54,1.6,4
1013056,1,0,0,12,9,7,0,1,0,49,0.64,4
1013057,1,0,0,12,13,3,0,0,1,63,0.41,3
1013058,1,0,0,12,14,2,0,0,1,63,0.25,3
1013059,1,0,0,13,12,6,0,0,0,50,1.5,4
1013061,0,1,0,12,3,2,0,0,1,55,0.43,4
1013063,1,0,0,10,2,8,0,0,1,59,0.09,3
1013068,1,0,0,12,5,2,1,0,1,54,0.12,3
1013073,1,0,0,10,4,2,1,0,0,69,1.34,3
1013074,1,0,0,12,8,5,0,0,0,72,0.25,3
1013179,1,0,0,11,7,4,1,0,0,57,0.37,3
1013183,1,0,0,13,6,7,1,0,0,54,0.36,4
1013184,1,0,0,13,12,5,1,1,0,72,0.37,2
1013186,1,0,0,9,4,6,1,1,0,49,1.05,4
1013190,1,0,0,12,11,3,1,0,1,60,0.98,4
1013334,1,0,0,11,5,6,0,1,0,65,2.75,3
1013335,1,0,0,10,1,8,0,1,0,65,0.93,2
1013339,1,0,0,10,5,6,1,1,0,61,0.22,4
1013342,1,0,0,12,12,5,0,1,0,53,0.59,3
1013344,1,0,0,15,9,6,0,1,0,78,0.13,1
1013595,1,0,0,12,12,4,0,0,0,55,0.39,3
1013596,1,0,0,9,11,6,0,0,0,63,3.27,2
1013597,1,0,0,9,5,2,1,0,0,55,2.59,2
1013600,1,0,0,14,11,5,0,1,0,39,1.26,4
1013601,1,0,0,12,7,2,1,0,1,39,0.29,3
1013603,1,0,0,10,9,8,1,1,0,52,0.18,4
1013635,1,0,0,10,11,7,0,1,0,58,1.29,2
1013639,1,0,0,12,12,4,1,1,0,42,3.27,4
1013640,1,0,0,11,10,6,0,1,0,36,7.36,3
1013641,1,0,0,9,7,6,0,1,0,80,1.39,3
1013642,1,0,0,11,11,7,1,1,0,63,0.88,3
1013644,1,0,0,12,11,2,1,0,1,48,1.72,3
1013758,1,0,0,15,6,6,1,0,0,69,0.34,3
1013759,1,1,0,10,7,4,0,0,1,39,1.51,4
1013791,0,1,0,12,9,7,0,0,0,56,0.42,3
1013794,1,0,0,13,12,4,0,0,0,62,0.28,4
1013795,1,0,0,12,3,2,1,0,0,46,0.12,3
1013796,1,0,0,10,10,7,1,1,0,48,2.34,4
1014039,1,0,0,10,11,3,1,0,1,45,1.02,3
1014115,1,0,0,10,4,4,1,0,1,58,0.45,3
1014118,0,0,0,12,13,4,0,0,0,46,0.54,4
1014119,1,0,0,9,3,6,0,1,0,67,0.68,3
1014121,1,0,0,11,10,3,0,0,1,45,0.82,4
1014226,1,0,0,13,14,6,0,1,0,72,0.97,3
1014361,1,0,0,14,6,4,1,0,0,73,0.19,3
1014458,1,0,0,12,12,1,1,0,1,60,0.34,4
1014460,1,0,0,10,10,4,0,0,1,47,0.3,4
1014535,1,0,0,12,12,5,0,1,0,67,0.48,4
1014826,1,0,0,11,6,7,0,1,0,36,0.36,4
1014828,1,0,0,10,7,6,0,1,0,63,0.16,2
1014874,1,0,0,12,4,4,0,1,0,70,0.07,3
1015065,1,0,0,13,8,2,0,0,1,66,0.34,3
1015081,1,0,0,13,11,2,0,0,1,74,0.24,2
1015088,0,1,0,12,9,2,1,0,1,60,0.96,4
1015090,1,0,0,12,15,6,0,0,0,54,1,3
1015091,1,0,0,12,9,2,0,0,0,68,0.49,4
1015093,0,1,0,11,5,4,1,0,1,48,0.35,3
1015096,1,0,0,10,4,6,0,1,0,65,0.31,3
1015100,1,0,0,12,12,6,0,1,0,66,1.12,3
1015101,1,0,0,12,12,5,0,0,0,56,0.59,4
1015103,1,0,0,10,5,8,1,0,0,37,0.63,4
1015106,1,0,0,7,2,8,1,0,0,58,2.98,3
1015110,0,0,0,11,3,6,1,0,0,34,0.63,4
1015173,0,1,0,12,12,2,0,0,1,59,0.22,3
1015174,0,1,0,10,2,2,1,0,1,59,0.73,3
1015179,1,0,0,10,4,7,0,1,0,70,0.45,3
1015180,1,0,0,10,5,7,1,0,0,75,0.31,4
1015186,1,0,0,12,11,4,0,0,1,52,0.32,4
1015249,1,0,0,12,12,5,0,0,0,47,0.33,4
1015250,1,0,0,9,9,1,0,0,1,38,3.54,3
1015254,1,0,0,13,8,6,0,1,0,79,0.27,4
1015318,1,0,0,9,2,4,0,1,0,67,0.13,3
1015320,0,0,0,13,6,5,0,1,0,56,0.67,4
1015321,0,0,0,12,6,8,1,0,1,29,1.26,3
1015322,1,0,0,10,9,6,0,0,0,57,0.3,3
1015324,0,0,1,12,11,3,0,0,1,37,1.14,4
1015326,1,0,0,12,11,1,0,0,0,59,0.83,3
1015388,0,0,0,10,4,4,1,0,0,27,0.47,4
1015448,1,0,0,12,11,4,0,0,0,69,1.15,3
1015450,1,0,0,9,9,8,0,0,0,50,3.67,4
1015451,1,0,0,13,13,6,0,1,0,73,0.24,1
1015452,1,0,0,12,10,5,0,0,0,51,0.59,4
1015453,1,0,0,13,12,4,0,0,0,66,0.41,3
1015583,1,0,0,11,5,5,1,0,1,32,0.28,4
1015767,1,0,0,11,8,6,0,1,0,55,0.58,3
1015866,1,0,0,12,11,6,0,0,0,43,2.91,4
1015867,0,1,0,13,3,7,1,0,1,35,0.59,3
1015868,0,1,0,13,9,3,0,0,1,64,0.6,3
1015999,1,0,0,10,11,4,0,1,0,64,1.07,3
1016069,1,0,0,12,5,2,0,0,1,65,0.2,3
1016215,1,0,0,9,7,5,1,1,0,89,0.96,2
1016288,0,1,0,13,4,4,0,0,1,54,0.09,4
1016289,1,0,0,11,12,6,1,1,0,45,2.62,4
1016324,1,0,0,11,11,2,1,0,1,52,1.76,4
1018525,1,0,0,10,3,5,0,1,0,72,0.13,3
1018526,1,0,0,12,10,7,0,0,0,69,0.37,4
1018527,1,0,0,10,4,6,0,0,0,35,0.72,4
1018528,1,0,0,10,3,4,1,0,1,67,0.12,3
1018529,1,0,0,11,4,5,1,0,0,64,0.31,3
1018534,1,0,0,10,6,6,0,1,0,54,0.58,3
1053280,1,0,0,10,5,6,1,1,0,40,0.56,3
1053281,1,0,0,11,9,2,0,0,1,39,3.04,3
1053286,1,0,0,13,14,4,0,0,0,53,0.8,4
1053289,1,0,0,15,12,4,0,0,1,73,0.47,4
1053290,1,0,0,9,3,8,0,0,1,27,3.24,2
1053291,1,0,0,10,3,3,0,0,1,44,0.72,3
1053293,1,0,0,9,3,3,0,0,1,62,0.34,2
1053294,1,0,0,12,8,7,1,1,0,54,0.35,3
1053296,0,0,0,12,5,7,0,0,0,88,0.06,4
1053298,0,0,1,11,4,4,1,1,0,38,0.28,4
1053299,1,0,0,13,8,4,1,0,1,70,0.19,4
1053304,1,0,0,12,3,4,1,0,1,34,0.32,4
1053306,1,0,0,10,6,8,1,0,1,36,2.62,3
1053308,1,0,0,12,9,6,0,1,0,58,0.22,3
1053309,1,0,0,12,4,2,1,0,1,51,0.11,4
1053312,1,0,0,15,4,5,0,0,0,63,0.07,1
1053317,1,0,0,13,8,2,1,0,1,66,0.23,3
1053318,1,0,0,10,3,8,0,0,1,22,2.46,1
1053319,1,0,0,13,5,6,0,0,0,70,0.17,3
1053320,0,1,0,10,10,4,1,0,1,58,0.76,3
1053321,1,0,0,10,5,4,1,0,1,48,0.06,3
1053572,1,0,0,4,2,6,1,0,0,35,7.38,4
1053573,1,0,0,12,4,3,0,0,1,36,0.28,4
1053574,1,0,0,12,6,7,0,0,0,75,0.25,3
1053576,1,0,0,10,1,2,1,0,0,50,1.63,3
1053577,0,0,0,8,1,2,0,0,1,52,7.38,3
1053578,1,0,0,12,6,5,1,0,1,73,0.2,3
1053579,1,0,0,13,9,2,0,0,1,79,0.14,3
1053580,0,1,0,13,14,1,0,0,1,73,1.11,3
1053581,0,0,0,9,3,6,1,1,0,71,3.77,4
1053731,0,0,0,10,7,6,0,0,1,54,0.51,3
1053733,1,0,0,15,13,1,0,0,1,48,0.32,3
1053735,0,1,0,12,5,4,0,0,1,46,0.41,1
1053736,1,0,0,10,4,6,0,0,0,72,0.13,3
1053737,1,0,0,10,8,4,0,0,0,50,0.32,3
1053739,0,1,0,12,5,2,1,0,0,63,0.85,4
1053740,1,0,0,9,3,5,0,0,0,38,0.62,3
1053741,1,0,0,14,3,2,1,0,1,71,0.31,1
1054047,1,0,0,12,10,6,1,1,0,38,0.3,3
